size,bytes,usage,minrelaytxfee
2808,553808,3069904,0.000010000
2863,566206,3134144,0.000010000
2894,573055,3169712,0.000010000
2927,580325,3207456,0.000010000
2949,585115,3232352,0.000010000
3021,601178,3315648,0.000010000
3043,606139,3341344,0.000010000
3100,618990,3407920,0.000010000
3116,622597,3426608,0.000010000
3124,624400,3435952,0.000010000
3129,625527,3441792,0.000010000
3135,626881,3448800,0.000010000
3137,627333,3451136,0.000010000
3139,627785,3453472,0.000010000
3193,639957,3516544,0.000010000
3207,643109,3532896,0.000010000
3221,646265,3549248,0.000010000
3257,654347,3591136,0.000010000
3291,662012,3630848,0.000010000
3306,665393,3648368,0.000010000
3333,671446,3679744,0.000010000
3364,678433,3715952,0.000010000
3424,691965,3786032,0.000010000
3453,698509,3819904,0.000010000
3492,707303,3865456,0.000010000
3508,710915,3884144,0.000010000
3515,712494,3892320,0.000010000
3547,719711,3929696,0.000010000
3582,727604,3970576,0.000010000
3593,730083,3983424,0.000010000
3634,739328,4031312,0.000010000
3676,748796,4080368,0.000010000
3707,755788,4116576,0.000010000
3714,757368,4124752,0.000010000
3759,767515,4177312,0.000010000
3783,772926,4205344,0.000010000
3812,779467,4239216,0.000010000
3838,785327,4269584,0.000010000
3888,796595,4327984,0.000010000
3908,801102,4351344,0.000010000
3966,814181,4419088,0.000010000
4008,823648,4468144,0.000010000
4012,824551,4472816,0.000010000
4061,835562,4529888,0.000010000
4074,838492,4545072,0.000010000
3792,784834,4249232,0.000010000
3803,787313,4262080,0.000010000
3803,787313,4262080,0.000010000
3835,794528,4299456,0.000010000
3850,797915,4316976,0.000010000
3852,798366,4319312,0.000010000
3890,806896,4361104,0.000010000
3896,808249,4368112,0.000010000
4005,832827,4491200,0.000010000
4005,832827,4491200,0.000010000
4023,836882,4511200,0.000010000
4028,838007,4517040,0.000010000
3101,660771,3535392,0.000010000
3128,666860,3564368,0.000010000
3195,681971,3636736,0.000010000
3226,688963,3670384,0.000010000
3273,699556,3719264,0.000010000
3311,708125,3758784,0.000010000
3367,720720,3816992,0.000010000
3425,733803,3877312,0.000010000
3451,739662,3904352,0.000010000
3453,740113,3906688,0.000010000
3461,741917,3915904,0.000010000
3472,744401,3928240,0.000010000
3473,744627,3929408,0.000010000
3481,746432,3938624,0.000010000
3486,747560,3944464,0.000010000
3505,751841,3964864,0.000010000
3520,755222,3981616,0.000010000
3525,756349,3987456,0.000010000
2858,629436,3275952,0.000010000
2924,644314,3348688,0.000010000
2945,649052,3372960,0.000010000
2995,660299,3429536,0.000010000
3033,668859,3471104,0.000010000
3038,669985,3476432,0.000010000
3038,669985,3476432,0.000010000
3040,670436,3478768,0.000010000
3042,670887,3481104,0.000010000
3043,671113,3482272,0.000010000
3044,671339,3483440,0.000010000
2701,606187,3119104,0.000010000
2734,613631,3154192,0.000010000
2734,613631,3154192,0.000010000
2734,613631,3154192,0.000010000
2741,615208,3162368,0.000010000
2742,615433,3163536,0.000010000
2754,618101,3176368,0.000010000
2754,618101,3176368,0.000010000
2754,618101,3176368,0.000010000
2788,625766,3211728,0.000010000
2821,633209,3246048,0.000010000
2839,637262,3265024,0.000010000
2858,641549,3285424,0.000010000
2869,644027,3297504,0.000010000
2870,644253,3298672,0.000010000
2805,632192,3229152,0.000010000
2823,636247,3248512,0.000010000
2827,637151,3253184,0.000010000
2829,637601,3255520,0.000010000
2831,638051,3257856,0.000010000
2836,639178,3263696,0.000010000
2721,613287,3137728,0.000010000
2723,613738,3139808,0.000010000
2733,615990,3151232,0.000010000
2748,619370,3167984,0.000010000
2818,635114,3243184,0.000010000
2826,636918,3251760,0.000010000
2846,641431,3274352,0.000010000
2610,588205,3012272,0.000010000
2627,592004,3030560,0.000010000
2646,596286,3051728,0.000010000
2655,598317,3061472,0.000010000
2701,608695,3109440,0.000010000
2728,614787,3139184,0.000010000
2745,618620,3158912,0.000010000
2849,642067,3269248,0.000010000
2859,644320,3280672,0.000010000
2869,646574,3292352,0.000010000
2902,654012,3330384,0.000010000
2921,658296,3352576,0.000010000
2687,605536,3094624,0.000010000
2722,613435,3135504,0.000010000
2751,619974,3166560,0.000010000
2775,625352,3192128,0.000010000
2777,625803,3194464,0.000010000
2790,628734,3209264,0.000010000
2790,628734,3209264,0.000010000
2802,631439,3223280,0.000010000
2822,635950,3246640,0.000010000
2842,640464,3270000,0.000010000
2952,665267,3387984,0.000010000
2981,671803,3421856,0.000010000
2981,671803,3421856,0.000010000
2743,618182,3156064,0.000010000
2792,629230,3210992,0.000010000
2825,636669,3249536,0.000010000
2845,641184,3272640,0.000010000
2988,673389,3435024,0.000010000
3016,679700,3466960,0.000010000
3036,684211,3490064,0.000010000
3071,692110,3526976,0.000010000
3094,697263,3552656,0.000010000
3129,705121,3589024,0.000010000
3158,711661,3619312,0.000010000
2911,655998,3338528,0.000010000
2944,663439,3372848,0.000010000
2999,675833,3432096,0.000010000
3018,680112,3452624,0.000010000
3031,683047,3467424,0.000010000
3063,690263,3504032,0.000010000
3071,692069,3513120,0.000010000
3107,700182,3553120,0.000010000
3172,714845,3627376,0.000010000
3198,720709,3656592,0.000010000
3236,729276,3699952,0.000010000
3257,734014,3723072,0.000010000
3280,739202,3749040,0.000010000
3295,742586,3766560,0.000010000
3327,749799,3803936,0.000010000
3357,756561,3838976,0.000010000
2976,670687,3410384,0.000010000
3001,676324,3436896,0.000010000
3042,685580,3479664,0.000010000
3059,689418,3497728,0.000010000
3073,692571,3514080,0.000010000
3120,703169,3568976,0.000010000
3229,727713,3691392,0.000010000
3243,730867,3707360,0.000010000
3244,731092,3708528,0.000010000
3258,734246,3724240,0.000010000
3279,738980,3748512,0.000010000
3301,743944,3771648,0.000010000
3311,746198,3782560,0.000010000
3317,747549,3789440,0.000010000
3058,689183,3499248,0.000010000
3063,690309,3505088,0.000010000
3063,690309,3505088,0.000010000
3075,693010,3519104,0.000010000
3124,704057,3576336,0.000010000
3185,717785,3645760,0.000010000
3287,740778,3761952,0.000010000
3348,754526,3830896,0.000010000
3351,755202,3834016,0.000010000
3351,755202,3834016,0.000010000
3353,755652,3836096,0.000010000
3057,688943,3522016,0.000010000
3088,695936,3554256,0.000010000
3143,708335,3611712,0.000010000
3191,719156,3662016,0.000010000
3206,722504,3679120,0.000010000
3210,723407,3683664,0.000010000
3251,732655,3727072,0.000010000
3262,735130,3738512,0.000010000
3268,736481,3745008,0.000010000
3274,737834,3751888,0.000010000
3274,737834,3751888,0.000010000
3278,738735,3756432,0.000010000
3063,690290,3531072,0.000010000
3112,701340,3582032,0.000010000
3150,709909,3621552,0.000010000
3150,709909,3621552,0.000010000
3193,719577,3666240,0.000010000
3233,728594,3707840,0.000010000
3305,744819,3783872,0.000010000
3097,697969,3559776,0.000010000
3100,698643,3562896,0.000010000
3108,700445,3571216,0.000010000
3137,706986,3601376,0.000010000
3180,716675,3646096,0.000010000
3244,731104,3712656,0.000010000
3264,735615,3733456,0.000010000
3305,744855,3776096,0.000010000
3384,762669,3858256,0.000010000
3444,776163,3923440,0.000010000
3459,779547,3940320,0.000010000
3478,783799,3961968,0.000010000
3497,788077,3981856,0.000010000
3531,795749,4017600,0.000010000
3569,804319,4057248,0.000010000
3575,805670,4063744,0.000010000
3575,805670,4063744,0.000010000
3575,805670,4063744,0.000010000
3430,773004,3908624,0.000010000
3430,773004,3908624,0.000010000
3475,783142,3955424,0.000010000
3501,788997,3984896,0.000010000
3548,799594,4035696,0.000010000
3435,774165,3907584,0.000010000
3453,778222,3928608,0.000010000
3464,780665,3941040,0.000010000
3477,783595,3955200,0.000010000
3477,783595,3955200,0.000010000
3494,787433,3972880,0.000010000
3510,791041,3991056,0.000010000
3510,791041,3991056,0.000010000
3520,793296,4002736,0.000010000
3545,798935,4031936,0.000010000
3661,825084,4161920,0.000010000
3661,825084,4161920,0.000010000
3661,825084,4161920,0.000010000
3661,825084,4161920,0.000010000
3339,752507,3795584,0.000010000
3341,752958,3797920,0.000010000
3373,760187,3832736,0.000010000
3392,764470,3853264,0.000010000
3394,764920,3855600,0.000010000
3587,808441,4071040,0.000010000
3644,821289,4136080,0.000010000
3644,821289,4136080,0.000010000
3660,824865,4154352,0.000010000
3689,831406,4188224,0.000010000
3305,744855,3753440,0.000010000
3387,763347,3843584,0.000010000
3452,778002,3917328,0.000010000
3481,784504,3949760,0.000010000
3496,787889,3965744,0.000010000
3498,788341,3968080,0.000010000
3545,798936,4019776,0.000010000
3576,805926,4054064,0.000010000
3613,814266,4097280,0.000010000
3613,814266,4097280,0.000010000
3693,832307,4189440,0.000010000
3374,760413,3834416,0.000010000
3374,760413,3834416,0.000010000
3374,760413,3834416,0.000010000
3426,772142,3889392,0.000010000
3455,778678,3919552,0.000010000
3455,778678,3919552,0.000010000
3528,795136,4004048,0.000010000
3607,812910,4091040,0.000010000
3643,821029,4131808,0.000010000
3643,821029,4131808,0.000010000
3658,824413,4149328,0.000010000
3676,828471,4170352,0.000010000
3331,750717,3790592,0.000010000
3382,762219,3845424,0.000010000
3413,769211,3877664,0.000010000
3438,774849,3903664,0.000010000
3444,776204,3909904,0.000010000
3444,776204,3909904,0.000010000
3444,776204,3909904,0.000010000
3446,776655,3912240,0.000010000
3477,783642,3948448,0.000010000
3496,787923,3970640,0.000010000
3565,803480,4051232,0.000010000
3591,809345,4080192,0.000010000
3691,831889,4192000,0.000010000
3691,831889,4192000,0.000010000
3692,832115,4193168,0.000010000
3352,755480,3816048,0.000010000
3398,765853,3865296,0.000010000
3428,772617,3896880,0.000010000
3464,780732,3935088,0.000010000
3542,798284,4023216,0.000010000
3542,798284,4023216,0.000010000
3598,810909,4084912,0.000010000
3625,816993,4114400,0.000010000
3642,820827,4134256,0.000010000
3683,830078,4182144,0.000010000
3712,836613,4212816,0.000010000
3717,837741,4218656,0.000010000
3719,838193,4220992,0.000010000
3733,841348,4237344,0.000010000
3734,841573,4238512,0.000010000
3527,794951,4005600,0.000010000
3534,796528,4013776,0.000010000
3540,797882,4020656,0.000010000
3550,800137,4032336,0.000010000
3582,807355,4069584,0.000010000
3642,820849,4137072,0.000010000
3643,821074,4138112,0.000010000
3652,823102,4147984,0.000010000
3658,824454,4154992,0.000010000
3320,748283,3785584,0.000010000
3341,753023,3807552,0.000010000
3384,762719,3852912,0.000010000
3404,767234,3873840,0.000010000
3441,775586,3913728,0.000010000
3441,775586,3913728,0.000010000
3450,777618,3924240,0.000010000
3460,779872,3935792,0.000010000
3497,788182,3977568,0.000010000
3510,791113,3992112,0.000010000
3519,793140,4001728,0.000010000
3534,796521,4018224,0.000010000
3534,796521,4018224,0.000010000
3546,799221,4030704,0.000010000
3556,801471,4041232,0.000010000
3567,803949,4052800,0.000010000
3584,807781,4072144,0.000010000
3591,809360,4080320,0.000010000
3595,810261,4084992,0.000010000
3597,810711,4087328,0.000010000
3612,814092,4104848,0.000010000
3389,763850,3870784,0.000010000
3396,765426,3878064,0.000010000
3404,767228,3886512,0.000010000
3407,767903,3889888,0.000010000
3409,768355,3892224,0.000010000
3409,768355,3892224,0.000010000
3418,770383,3902352,0.000010000
3426,772183,3910928,0.000010000
3431,773308,3916512,0.000010000
3048,686979,3511568,0.000010000
3081,694387,3545984,0.000010000
3110,700922,3578448,0.000010000
3149,709711,3620416,0.000010000
3059,689466,3525952,0.000010000
3061,689916,3528032,0.000010000
3061,689916,3528032,0.000010000
3116,702321,3585232,0.000010000
3161,712469,3632032,0.000010000
3223,726447,3696512,0.000010000
3260,734797,3735248,0.000010000
3286,740662,3762288,0.000010000
3336,751932,3814288,0.000010000
3365,758469,3845472,0.000010000
3399,766142,3880832,0.000010000
3418,770426,3901104,0.000010000
3421,771102,3904608,0.000010000
3436,774452,3921328,0.000010000
3464,780770,3951984,0.000010000
3465,780995,3953152,0.000010000
3470,782120,3958352,0.000010000
3474,783022,3963024,0.000010000
3489,786403,3978624,0.000010000
3490,786629,3979664,0.000010000
3490,786629,3979664,0.000010000
3498,788432,3988112,0.000010000
3502,789332,3992272,0.000010000
3503,789557,3993440,0.000010000
3512,791589,4003952,0.000010000
3519,793170,4012128,0.000010000
3526,794749,4020304,0.000010000
3526,794749,4020304,0.000010000
2949,664664,3372512,0.000010000
2955,665985,3378720,0.000010000
2991,674101,3416160,0.000010000
2991,674101,3416160,0.000010000
2665,600631,3043744,0.000010000
2689,606043,3068832,0.000010000
2752,620214,3142000,0.000010000
2766,623369,3156560,0.000010000
2787,628106,3178400,0.000010000
2831,638028,3224160,0.000010000
2851,642533,3246240,0.000010000
2856,643660,3252080,0.000010000
2866,645916,3262480,0.000010000
2924,659000,3330224,0.000010000
2967,668694,3378528,0.000010000
2642,595441,3021232,0.000010000
2664,600405,3046928,0.000010000
2682,604466,3067952,0.000010000
2724,613902,3112496,0.000010000
2736,616607,3124976,0.000010000
2759,621794,3148896,0.000010000
2773,624952,3163456,0.000010000
2814,634196,3207632,0.000010000
2825,636678,3220480,0.000010000
2825,636678,3220480,0.000010000
2873,647501,3276544,0.000010000
2886,650430,3291728,0.000010000
2528,569699,2901488,0.000010000
2533,570825,2907328,0.000010000
2565,578040,2944704,0.000010000
2574,580068,2954320,0.000010000
2712,611184,3111152,0.000010000
2783,627167,3190464,0.000010000
2830,637770,3239856,0.000010000
2857,643863,3267936,0.000010000
2930,660324,3346032,0.000010000
2980,671598,3398416,0.000010000
3009,678142,3428576,0.000010000
3033,683552,3453536,0.000010000
2697,607830,3087744,0.000010000
2747,619102,3146144,0.000010000
2764,622934,3166000,0.000010000
2824,636461,3236080,0.000010000
2865,645710,3283968,0.000010000
2865,645710,3283968,0.000010000
2901,653825,3326016,0.000010000
2901,653825,3326016,0.000010000
2954,665744,3381104,0.000010000
2997,675439,3425824,0.000010000
3042,685581,3472624,0.000010000
3069,691670,3500704,0.000010000
3102,699108,3535920,0.000010000
2953,665547,3370496,0.000010000
2953,665547,3370496,0.000010000
2992,674340,3415792,0.000010000
3014,679303,3441104,0.000010000
3063,690318,3495872,0.000010000
3092,696857,3526032,0.000010000
3092,696857,3526032,0.000010000
3154,710839,3590768,0.000010000
3184,717605,3623376,0.000010000
3190,718956,3629616,0.000010000
3209,723239,3650784,0.000010000
3216,724818,3658320,0.000010000
3217,725044,3659488,0.000010000
3218,725270,3660656,0.000010000
3218,725270,3660656,0.000010000
3224,726622,3667664,0.000010000
3241,730460,3686752,0.000010000
2963,667809,3388448,0.000010000
2970,669387,3396112,0.000010000
3011,678633,3443360,0.000010000
3028,682467,3462704,0.000010000
3031,683141,3466080,0.000010000
3041,685395,3477376,0.000010000
3054,688324,3492432,0.000010000
3062,690130,3501776,0.000010000
3066,691030,3506320,0.000010000
3070,691934,3510992,0.000010000
3076,693286,3517872,0.000010000
3082,694638,3524752,0.000010000
3086,695542,3529424,0.000010000
3089,696217,3532928,0.000010000
2987,673235,3424416,0.000010000
2992,674363,3430256,0.000010000
2999,675945,3438432,0.000010000
3002,676621,3441936,0.000010000
3006,677521,3446608,0.000010000
3014,679321,3455568,0.000010000
3025,681804,3468288,0.000010000
3032,683383,3476208,0.000010000
2865,645778,3304480,0.000010000
2871,647131,3311488,0.000010000
2876,648261,3317328,0.000010000
2879,648937,3320832,0.000010000
2881,649387,3323168,0.000010000
2885,650289,3327840,0.000010000
2894,652318,3338224,0.000010000
2904,654576,3349904,0.000010000
2906,655026,3352240,0.000010000
2910,655930,3356912,0.000010000
2927,659763,3376256,0.000010000
2945,663817,3396384,0.000010000
2957,666523,3410144,0.000010000
2960,667200,3413648,0.000010000
2605,587178,3041280,0.000010000
2618,590073,3055024,0.000010000
2629,592549,3066720,0.000010000
2634,593677,3071920,0.000010000
2647,596606,3085440,0.000010000
2657,598859,3096096,0.000010000
2747,619147,3189696,0.000010000
2814,634256,3259632,0.000010000
2819,635383,3265088,0.000010000
2849,642150,3296288,0.000010000
2866,645988,3314224,0.000010000
2683,604758,3118688,0.000010000
2686,605436,3121808,0.000010000
2700,608594,3136368,0.000010000
2709,610620,3145728,0.000010000
2721,613322,3158208,0.000010000
2766,623451,3205008,0.000010000
2778,626157,3217488,0.000010000
2791,629091,3231008,0.000010000
2838,639659,3279856,0.000010000
2862,645071,3304816,0.000010000
2886,650486,3329776,0.000010000
2896,652736,3340176,0.000010000
2907,655221,3351616,0.000010000
2934,661316,3379696,0.000010000
2837,639484,3263104,0.000010000
2847,641734,3273504,0.000010000
2853,643084,3279744,0.000010000
2880,649177,3307824,0.000010000
2886,650531,3314064,0.000010000
2903,654364,3331744,0.000010000
2907,655264,3335904,0.000010000
2914,656842,3343184,0.000010000
2926,659546,3355664,0.000010000
2957,666532,3387904,0.000010000
2594,584709,2984560,0.000010000
2608,587869,2999120,0.000010000
2631,593056,3023040,0.000010000
2644,595989,3036560,0.000010000
2652,597797,3044880,0.000010000
2669,601628,3062560,0.000010000
2676,603207,3069840,0.000010000
2698,608168,3092720,0.000010000
2712,611324,3107280,0.000010000
2726,614481,3121968,0.000010000
2743,618309,3140800,0.000010000
2483,559733,2849440,0.000010000
2490,561311,2857232,0.000010000
2497,562889,2865280,0.000010000
2516,567172,2887472,0.000010000
2526,569425,2899152,0.000010000
2588,583407,2965296,0.000010000
2624,591530,3003888,0.000010000
2632,593337,3013104,0.000010000
2649,597140,3032416,0.000010000
2673,602554,3058784,0.000010000
2708,610446,3095696,0.000010000
2783,627359,3177664,0.000010000
2394,539663,2748176,0.000010000
2419,545297,2775712,0.000010000
2428,547328,2785072,0.000010000
2437,549359,2794432,0.000010000
2446,551388,2803920,0.000010000
2459,554324,2817952,0.000010000
2466,555904,2825360,0.000010000
2473,557484,2832896,0.000010000
2486,560420,2846672,0.000010000
2497,562895,2858112,0.000010000
2515,566951,2877344,0.000010000
2576,580693,2941168,0.000010000
2588,583403,2953648,0.000010000
2157,486272,2478944,0.000010000
2175,490331,2497920,0.000010000
2200,495956,2524688,0.000010000
2207,497532,2532096,0.000010000
2227,502039,2553536,0.000010000
2231,502943,2557696,0.000010000
2241,505199,2568096,0.000010000
2247,506555,2574336,0.000010000
2257,508813,2584992,0.000010000
2267,511071,2595392,0.000010000
2298,518047,2627632,0.000010000
2314,521649,2644656,0.000010000
2342,527969,2674416,0.000010000
2358,531573,2691056,0.000010000
2061,464629,2359088,0.000010000
2070,466656,2368960,0.000010000
2084,469812,2384032,0.000010000
2088,470712,2388192,0.000010000
2101,473643,2401712,0.000010000
2114,476579,2415232,0.000010000
2121,478159,2422512,0.000010000
2164,487862,2469152,0.000010000
2170,489216,2475904,0.000010000
2187,493014,2494576,0.000010000
2201,496168,2509648,0.000010000
2215,499324,2524720,0.000010000
2259,509219,2570960,0.000010000
1846,416116,2035232,0.000010000
1862,419726,2051872,0.000010000
1870,421531,2060192,0.000010000
1884,424691,2075008,0.000010000
1446,325929,1616928,0.000010000
1456,328186,1627328,0.000010000
1485,334720,1657488,0.000010000
1491,336073,1663728,0.000010000
1575,355007,1751088,0.000010000
1583,356813,1759408,0.000010000
1591,358621,1767728,0.000010000
1604,361552,1781248,0.000010000
1612,363357,1789568,0.000010000
1628,366957,1806208,0.000010000
1634,368307,1812448,0.000010000
1195,269347,1346320,0.000010000
1209,272507,1360880,0.000010000
1221,275219,1373360,0.000010000
1232,277705,1384800,0.000010000
1239,279284,1392080,0.000010000
1249,281542,1402480,0.000010000
1266,285375,1421952,0.000010000
1286,289888,1443776,0.000010000
1304,293945,1463776,0.000010000
1334,300711,1496896,0.000010000
1356,305665,1521696,0.000010000
1449,326605,1625552,0.000010000
998,224928,1113792,0.000010000
1055,237780,1216896,0.000010000
1087,245007,1252096,0.000010000
1113,250882,1280672,0.000010000
1132,255171,1301072,0.000010000
1156,260581,1327440,0.000010000
1181,266213,1354976,0.000010000
1197,269821,1372896,0.000010000
1205,271623,1381984,0.000010000
1217,274325,1394592,0.000010000
1225,276131,1403040,0.000010000
1245,280648,1425888,0.000010000
815,183712,921552,0.000010000
841,189538,949456,0.000010000
853,192238,962192,0.000010000
870,196065,980128,0.000010000
882,198771,993120,0.000010000
897,202147,1009744,0.000010000
947,213423,1063920,0.000010000
987,222456,1105904,0.000010000
997,224708,1117072,0.000010000
1008,227185,1129280,0.000010000
1039,234175,1204528,0.000010000
1068,240712,1236352,0.000010000
1076,242516,1244928,0.000010000
1093,246358,1263248,0.000010000
1102,248385,1272864,0.000010000
1118,251991,1290016,0.000010000
1129,254469,1301584,0.000010000
1138,256502,1311072,0.000010000
1166,262814,1340448,0.000010000
1185,267096,1360720,0.000010000
1190,268224,1365920,0.000010000
1204,271375,1380608,0.000010000
765,172394,858592,0.000010000
787,177357,881600,0.000010000
803,180962,898368,0.000010000
824,185701,920208,0.000010000
837,188631,934368,0.000010000
851,191787,949568,0.000010000
513,115610,589120,0.000010000
513,115610,589120,0.000010000
514,115834,590160,0.000010000
520,117186,596400,0.000010000
524,118087,600944,0.000010000
527,118762,604448,0.000010000
529,119213,606784,0.000010000
529,119213,606784,0.000010000
537,121018,615104,0.000010000
549,123724,628608,0.000010000
558,125754,638736,0.000010000
580,130714,662896,0.000010000
613,138154,699136,0.000010000
326,73443,367424,0.000010000
328,73894,369760,0.000010000
329,74120,370928,0.000010000
330,74346,372096,0.000010000
332,74798,374432,0.000010000
334,75249,376768,0.000010000
334,75249,376768,0.000010000
337,75924,380144,0.000010000
343,77276,386640,0.000010000
348,78405,391840,0.000010000
362,81562,407936,0.000010000
379,85393,426128,0.000010000
404,90997,452480,0.000010000
352,79309,397152,0.000010000
354,79759,399360,0.000010000
355,79984,400528,0.000010000
357,80434,402736,0.000010000
359,80886,404816,0.000010000
359,80886,404816,0.000010000
360,81112,405984,0.000010000
361,81338,407152,0.000010000
364,82014,410400,0.000010000
365,82240,411440,0.000010000
401,90355,450288,0.000010000
417,93967,468720,0.000010000
432,97350,485472,0.000010000
445,100278,499376,0.000010000
451,101633,505744,0.000010000
459,103434,514704,0.000010000
472,106364,528864,0.000010000
367,82691,413520,0.000010000
367,82691,413520,0.000010000
367,82691,413520,0.000010000
367,82691,413520,0.000010000
367,82691,413520,0.000010000
367,82691,413520,0.000010000
367,82691,413520,0.000010000
367,82691,413520,0.000010000
367,82691,413520,0.000010000
367,82691,413520,0.000010000
367,82691,413520,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
300,67621,341568,0.000010000
302,68071,343648,0.000010000
308,69422,349888,0.000010000
312,70323,354048,0.000010000
321,72352,363408,0.000010000
327,73704,370032,0.000010000
333,75057,376784,0.000010000
344,77540,389248,0.000010000
0,0,96,0.000010000
2,450,2176,0.000010000
6,1350,6576,0.000010000
12,2700,13136,0.000010000
14,3150,15216,0.000010000
22,4916,24144,0.000010000
26,5818,28304,0.000010000
31,6948,33504,0.000010000
33,7400,36864,0.000010000
44,9884,48560,0.000010000
0,0,64,0.000010000
0,0,64,0.000010000
9,2030,10656,0.000010000
9,2030,10656,0.000010000
9,2030,10656,0.000010000
9,2030,10656,0.000010000
9,2030,10656,0.000010000
9,2030,10656,0.000010000
9,2030,10656,0.000010000
9,2030,10656,0.000010000
9,2030,10656,0.000010000
9,2030,10656,0.000010000
38,8556,42864,0.000010000
39,8781,43904,0.000010000
42,9455,47152,0.000010000
42,9455,47152,0.000010000
44,9905,49232,0.000010000
47,10580,52352,0.000010000
49,11030,54432,0.000010000
51,11480,56512,0.000010000
53,11930,58592,0.000010000
54,12155,59632,0.000010000
55,12380,60672,0.000010000
61,13730,66912,0.000010000
65,14630,73632,0.000010000
67,15080,75712,0.000010000
69,15530,77792,0.000010000
71,15982,79872,0.000010000
79,17790,88192,0.000010000
85,19146,94432,0.000010000
88,19824,97552,0.000010000
96,21632,105872,0.000010000
103,23214,113152,0.000010000
110,24796,120432,0.000010000
113,25474,123552,0.000010000
129,29090,145312,0.000010000
133,29992,149472,0.000010000
140,31567,156752,0.000010000
144,32467,160912,0.000010000
148,33367,165072,0.000010000
151,34042,168192,0.000010000
153,34492,170272,0.000010000
157,35392,174432,0.000010000
166,37417,183792,0.000010000
169,38092,186912,0.000010000
176,39667,194192,0.000010000
186,41921,204592,0.000010000
193,43503,211872,0.000010000
203,45763,222272,0.000010000
211,47571,230592,0.000010000
214,48249,233712,0.000010000
238,53655,258672,0.000010000
240,54105,260752,0.000010000
243,54780,263872,0.000010000
247,55683,268032,0.000010000
253,57039,274272,0.000010000
256,57717,277392,0.000010000
262,59069,293872,0.000010000
266,59969,298032,0.000010000
272,61319,304272,0.000010000
